@DATA
6.70000,3.10000,5.60000,2.40000,2,0.938
6.90000,3.10000,5.10000,2.30000,1,0.762
5.80000,2.70000,5.10000,1.90000,2,0.790
6.80000,3.20000,5.90000,2.30000,2,0.879
6.70000,3.30000,5.70000,2.50000,2,0.821
6.70000,3.00000,5.20000,2.30000,1,0.586
6.30000,2.50000,5.00000,1.90000,2,0.564
6.50000,3.00000,5.20000,2.00000,2,0.686
6.20000,3.40000,5.40000,2.30000,2,0.725
5.90000,3.00000,5.10000,1.80000,2,0.826
